Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
Diamond Cartons & Garments Accessories Ltd.,854,Active,"Mr. Md. Showkat Sikder, Chairman","92, Kamarpara, Uttara, Dhaka","B.K Bari, Taltoli Bazar, Hotapara Gazipur Sadar, Gazipur","8956791, 8956458",,ndcpl@bdonline.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Price Tag, Photo Card/Board, Photo in lay, Printed Label.",https://www.bgapmea.org/index.php/member/member_details/171
Explore Packaging Industries Ltd.,1565,Active,"Mr.Azizur Rahman , Managing Director","12 DIT Avenue Extension (East), Alam Tower (1st Floor), 207 Motijheel C/A Dhaka-1000.","901, East Dogair, Sarulia, Demra, Dhaka-1361","88 02 9513326, 01762750561",,Explore.ind.ltd17@gmail.com,,"Carton, Back Board, Neck Board, Gum Tape, Hanger,Poly Bag",https://www.bgapmea.org/index.php/member/member_details/1196
Jinde Elastic (BD) Co. Ltd.,1345,Active,"Jialiang Chen , Managing Director","1382, North Kattali, Colonel Hat, Akbarshah, Chattogram","1382, North Kattali, Colonel Hat, Akbarshah, Chattogram","031-2771234, 01784336666, 01715376722",,"jindeelastic@foxmail.com, rasel.abedin@gmail.com",,"Elastic, Lace, Slider & Ring,Plastic Bone, Wheel Rim, Bow.",https://www.bgapmea.org/index.php/member/member_details/980
Manohar Filaments (BD) Ltd.,1776,Active,"Ashish Jain, Managing Director","Nazma Plaza, Rabindra Sharani, House # 11, Road # 15, Level-12, Section-03, Uttara, Dhaka-1230","C-152/5, Islampur, R. I. Park, Kodda, Nandun, Gazipur Sadar, Gazipur","+919811816649, 01708142922",,bd.accounts1@manoharfilaments.com,,"Looms, Screen Printing, Flexo Printing, Heat Trasfer, Ofset Printing",https://www.bgapmea.org/index.php/member/member_details/1415
Northpack Seiko Ltd.,2088,Active,"Parvez Ahmed, Director","KA-51, 5th Floor, Kuril Chowrasta, Vatara, Dhaka-1229","836, School Road, Uzampur, Uttar Khan, Dhaka-1230","01707073339, 01711346060",,admin@northpacksl.com,,"Corrugated Paper Board & Box, Gum/Adhesive Tape, PP & PE Belt, Stitching Wire, Die-Wood, Screw Nail, Wire Nail, GI Wire, Wood Pin, Corrugation & Printing Roller, Coated Paper",https://www.bgapmea.org/index.php/member/member_details/1709
Phoenix Enterprise,1872,Active,"Mohammad Iffat, Proprietor","106, Sugandha R/A, Panchlaish, Chattogram","Ward No. 01, South Pahartali, Hathazari, Chattogram",01817716550,,phoenixentbd@gmail.com,,"PP Bag, Gum Tape Role, Back Board, Neck Board, Paper Band, Photo in lay, Size Tag, Barcode, Tissue Paper, Photo Box, Elastic Band, Non-Elastic, Drawstring, Yarn Coning, Plastic Hanger, Plastic Clip, Plastic Cone",https://www.bgapmea.org/index.php/member/member_details/1507
Sadia Packaging & Accessories,1293,Active,"Masuduzzaman, Proprietor","2 No. Hajigonj, Narayanganj","2 No. Hajigonj, Narayanganj",9752141-2,9752144,info@modelebd.com,,"Corrugated Carton, Inner Carton, Stop Board, Glu Gum.",https://www.bgapmea.org/index.php/member/member_details/928
West Pack Industry Ltd.,1668,Active,"Gholam Quaoser , Managing Director","Kuturia Dewan Market, Plot No-42, Savar Cant,Ashulia, Dhaka","Kuturia Dewan Market, Plot No-42, Savar Cant, Ashulia, Dhaka",01701394913,,"mamun@westpackind.com, info@westpackind.com",www.westpackind.com,"Elastic, Non Elastic, Shoe Box, Inner Box, Packing Box,, Photo Inlay, Photo Card, Paper Band, Poly Bag, Hang Tag Etc",https://www.bgapmea.org/index.php/member/member_details/1297
Consort Pack Ltd.,157,Active,"Kazi Nazrul Islam, Managing Director","Hazi Ahmed Sarak, Road # 8, Bashundhara R/A, Uttar Agrabad, Chattogram","Hazi Ahmed Sarak, Road # 8, Bashundhara R/A, Uttar Agrabad, Chattogram","031-727383, 01613102352, 01613102346",,"consortpackltd@yahoo.com, consortpackltd@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/145
Knit Plus Limited.,2093,Active,"Ishtiaque Ahmed Patwary, Managing Director","62-63, Amin Court Bhaban (7th Floor), Suite 701(A), Motijheel C/A, Dhaka-1000","Jaharchanda, Belma, Ashulia, Dhaka",01711542844,,ishtiaque@knitplusltd.com,www.knitplusltd.com,Garments Printing,https://www.bgapmea.org/index.php/member/member_details/1712
Corrg-Sheet Packaging Ind. Ltd.,415,Active,"Syed Mohammad Lokman, Managing Director","Plot-3, Mohora Industrial Area, Chandgaon, Chattogram.","Plot-3, Mohora Industrial Area, Chandgaon, Chattogram.","031-670525, 01998866680",,"corrogsheet_pil@yahoo.com espil@yahoo.com,",,"Corrugated Carton, Back Board, Neck Board, PVC Celluar Bag.",https://www.bgapmea.org/index.php/member/member_details/147
A. G. Packaging Industries Ltd.,285,Active,"Mir Mozzammel Hossain, Managing Director","Barimojlis, Sonargaon Narayangonj.","Barimojlis, Sonargaon Narayangonj.","9555226 Cell: 01713024294, 0919024294",,agpack2012@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/5
Texpart Accessories & Belt Industry (BD) Ltd.,1663,Active,"Mr. Md. Tarkik Hasan, Managing Director","10/1, Naya Paltan (3rd Floor), Dhaka-1000","Uttar Baghata, Ward No-05, Baghata 1603, Narsingdi Sadar, Narsingdi",9354782 Mob: 01713084465,,texpartbd@gmail.com,,"Weaving Belt, buckle, Button, Hang Tag, Photolay",https://www.bgapmea.org/index.php/member/member_details/1263
Bikalpo Accessories Co. Ltd.,2038,Active,"Md. Abdul Latiff, Director","House # 05 (5th floor), Flat # A6, Sonargaon Janopath Road, Sector-12, Uttara Model Town, Dhaka-1230","House # 70/3, Block-A, Road # 04, Kudabo (Singgartek), Pubail, Gazipur-1700",01711621407,,a.latif@bikalpo.com.bd,,"Plain Elastic, Woven Elastic, Twill Tape, Nonelastic Tape, Drowstring, Drowcord, Jaquard Elastic, Plain Poly Bag, PVC Poly Bag, BOPP Poly Bag, Printed Label, Back Board, Neck Board, Photo Inlay, Photo Card, Boxer, All Tags",https://www.bgapmea.org/index.php/member/member_details/1708
AN-Noor Packaging Industries,1264,Active,"Mohammad Nurul Alam, Proprietor","R.No-203, Alam Tower (1st Floor), 12, DIT Ext. avenue (East), Motijheel C/A, Dhaka","561-562, Bhuighar, Fatullah, Narayangonj",9559893,Nil,an.noorpack@gmail.com,Nil,"Carton, Back Board, Neck Board, Gum Tape, BOPP Poly, Tissue Paper, Hang Tag, Price Tag, encodecodes etc.",https://www.bgapmea.org/index.php/member/member_details/900
Zartex Limited,1370,Active,"Md. Amiruzzaman Khan , Managing Director","House # 25, Road # 27, Section # 7, Uttara, Dhaka-1230","House # 58/2, Road-02, Block-E, Bamnartek Nishatnagar, Turag, Dhaka-1230",01610810938,,"riaz@zatexbd.com, riaz@radissonal.com",,"All kind of Elastic, All kind ofTape, Drawstring, Twill tape.",https://www.bgapmea.org/index.php/member/member_details/1009
Concorde Knitting & Dyeing Industries Ltd.,1714,Active,"Md. Habib Ullah, Director","Civil Engineers Bhaban, 69, Mohakhali C/A, Dhaka","E-406, Konabari, Gazipur Sadar, Gazipur","09666778834, 09666779977, 01711540766",9893175,"hahib_u@standard-group.com, info@standard-group.com",,Garments Accessories,https://www.bgapmea.org/index.php/member/member_details/1351
Al-Muslim Garments Accessories Ltd.,1196,Active,"Md. Abdullah, Managing Director","14, Gedda, Karnopara, Ulail, Savar, Dhaka","14, Gedda, Karnopara, Ulail, Savar, Dhaka","7743600, 7743599, 7743598, 7742873, 7742874, 7748792, 7746711, 7747439, 7742825",7742824,md@pacificbluejeans.com,,"Label, Sticker, Grawstring, Draw-Cord, Carton box, Back Board, Neck Board, Tissue, Clip, Yarn Coaning.",https://www.bgapmea.org/index.php/member/member_details/46
Quest Dynamic Limited,1538,Active,"Adity Rahman, Managing Director","Akram Tower, 9th Floor, (15/5, Bijoynagar), 199 Sayed Nazrul Islam Shoroni, Paltan, Dhaka-1000","Banglabazar, 6 No. Kurshi Union Parishad, Nabiganj, Habiganj-3370",01949211892,,questdynamicltd@gamil.com,,"Hang Tag, Price Tag, Back Board, Neck Boar, Photo Card, All kinds of ribbon, Collar Band, Butterfly, photo in lay, paper band, PVC product, Zipper and Twill Tape",https://www.bgapmea.org/index.php/member/member_details/1171
Canvas Printers Ltd.,1948,Active,"Parvin Akter, Director","Akash Plaza, House # 21, Road # D/7, Sector # 09, Uttara, Dhaka","Belma Dairy Farm, Ashulia, Dhaka",01857200091,,mostafakk1970@gmail.com,,"Barcode Label, all kinds of printed label, care label, Hangtag, Photo Card, Back Board, Box, Tharmal Paper, ATM, POS Roll",https://www.bgapmea.org/index.php/member/member_details/1582
Shomahar Paper Converting Ltd.,719,Active,"K. Shahed Anwar, Managing Director","46, Mirpur Road, Dhanmondi, Dhaka","Kakil, Sataish, Tongi, Gazipur","9670901, Mob: 01714-396051 Cell: 01711527132",9677558,shomaharpaper@outlook.com,,Corrugated Carton.,https://www.bgapmea.org/index.php/member/member_details/721
Chittagong Padding Mills Ltd.,446,Active,"Asaduzzaman, Managing Director","A-14, BSCIC I / E, Sagarika Road, Pahartali, Chattogram","A-14, BSCIC I / E, Sagarika Road, Pahartali, Chattogram","880-31-752867, 632814, 01755564287",752867,ctgpadding@gmail.com,,Padding Quilting,https://www.bgapmea.org/index.php/member/member_details/130
R. K. Garments Accessories Industries Ltd.,679,Active,"Md. Abdul Gaffer Mollah, Chairman","Flat # 2A, House # 41, Road # 13, Block # D, Banani, Dhaka.","Dag # 87, Shotivola, Satarkul Road, Pdordia, Uttar Badda, Dhaka","9330531, 9349669",9350720,oceanltd98@gmail.com,,"100% Spun Polyester Sewing Thread, Drawstring, Elastic and Non-Elastic Band, Lace, Label, Back Board, Neck Board, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/600
Dynamic Packaging Ind. (Pvt.) Ltd.,79,Active,"Munir Hossain, Managing Director","Rahmania Int’l Complex, 28/1/C Toyenbee Circular Road, Suite # 5 (9th Floor), Motijheel C/A, Dhaka.","Shiar char, Fatullah, Narayanganj","7174265, 7162412, 0171 4091730",7162412,dynamicdhaka15@gmail.com,,"Corrugated Carton, Back Board, Photo Inlay, Hang Tag, Price Tag, Gum Tape etc.",https://www.bgapmea.org/index.php/member/member_details/189
Smart Pack Industries Ltd.,1041,Active,"Mohammad Shahadat Hossain, Managing Director","Ward No. 37, Munshipara, Munir Nagar, Bandar, Chattogram","Ward No. 37, Munshipara, Munir Nagar, Bandar, Chattogram","01975600601, 01755564261",,"smartpack25@gmail.com, patengapack@gmail.com",www.smartpack.com,Printed Poly Bag,https://www.bgapmea.org/index.php/member/member_details/737
Total Prints & Packaging Limited,1613,Active,"Mr. Md. Faridul Hasan, Managing Director","Suite I/A, 672 Main Road, DOHS, Mirpur, Dhaka","SHI-164/1, Jogitala, Wqard-17, P/S-Joydevpur, Gazipur",01735811092,,farid.totaltrims@gmail.com,,"Carton, Poly, Narrow Fabric etc.",https://www.bgapmea.org/index.php/member/member_details/1242
TS Trims & Accessories,1970,Active,"Mostafizur Rahman, Proprietor","House-51/2, Block-C, Ward-6, Ranavola Main Road, Turag, Uttara, Dhaka-1230","Dag-322, House-51/2, Ranavola Main Road, Turag, Uttara, Dhaka",01933331395,,tstrimsaccessories@gmail.com,,"Woven Label, Hang Tag, Barcode, Price Tag, Twill Tape, Drawcord, Stoper etc.",https://www.bgapmea.org/index.php/member/member_details/1609
AMD Accessories Limited,1941,Active,"Md. Nazmul Hossain, Managing Director","Road # 14, House # 21, Sector-03, Uttara, Dhaka","RS. 358, Basaid, Ashulia, Savar, Dhaka-1341","01715656471, 01672741118",,sumonamd71@gmail.com,,Poly Bag,https://www.bgapmea.org/index.php/member/member_details/1592
Gold Brother,1969,Active,"Abu Saeed Chowdhury, Proprietor","479/A, West Nakhal Para, Tejgaon, Dhaka-1215","Uttar Balurchar, Etavara, Keraniganj Model, Dhaka-1313",01716251335,,bipon008@gmail.com,,Poly Bag,https://www.bgapmea.org/index.php/member/member_details/1608
J.K. R Thread & Accessories,1597,Active,"Mr. Jafor Alam , Managing Director","House # 11, Abdullahpur, West Para, Uttara, Dhaka.","House # 11, Abdullahpur, West Para, Uttara, Dhaka.","88 01712 566 933, 88 01625 113 994",,kajoljkrthread13@gamil.com,,"Twill Tape, Elastic, Poly, Carton",https://www.bgapmea.org/index.php/member/member_details/1227
Tanjida Associates,1318,Active,"Md. Khorshed Alam , Proprietor","Plot No: 90, Block No: C, Ward No:04, Nolvogh Turag, Uttara, Dhaka-1230","Plot No: 90, Block No: C, Ward No:04, Nolvogh Turag, Uttara, Dhaka-1230","01683187072, 01713063176",,tandakhorshed@yahoo.com,,"Corrogated Carton, Back Board, Neck Board, Collar Bone, Bar Code, Hang Tag, Size Tag, Price tag, Tissue paper.",https://www.bgapmea.org/index.php/member/member_details/953
Juthi Packaging Ind. Ltd.,581,Active,"Salauddin Alamgir, Managing Director","Alamgir Tower, House # 11/B, Road # 55, Block # N.W(F), Gulshan-2, Dhaka-1212","Khaikhoir, K.B. Bazar, Gazipur","9852351-3, 01711427632",9852354,azad@starlightgroupbd.com,,"Corrugated Carton, Poly Bag",https://www.bgapmea.org/index.php/member/member_details/350
Panbond International Ltd.,531,Active,"Md. Abdul Hannan Mollah, Managing Director","House # 159 (6th floor), Lane # 01, DOHS, Baridhara, Dhaka-1212","North Salna, Holding No. A-543/1, Post-Bangabandhu Sheikh Mujibur Rahman Agricultural University(BSMRAU)-1706, Gazipur Sadar, Gazipur",8022352,9121720,info.panbondfactory@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Collar Bone, Barcode, Hang Tag, Parice Tag.",https://www.bgapmea.org/index.php/member/member_details/543
Digifab Ltd.,1918,Active,"Nisar Ahmed, Managing Director","167/5, West Mudafa, Nishat Nagar, Tongi, Gazipur-1711","167/5, West Mudafa, Nishat Nagar, Tongi, Gazipur-1711",01713388766,,nisar@sagfashion.com,,Digital Print,https://www.bgapmea.org/index.php/member/member_details/1564
S. R Trims,1907,Active,"Rashed Rahman Hamim, Proprietor","238/1, Block-A, Ward-9, Jalkuri, Siddhirganj, Narayanganj","238/1, Block-A, Ward-9, Jalkuri, Siddhirganj, Narayanganj",01715512659,,"hamimreshad@gmail.com, info@srtrims.com",www.srtrims.com,"Printed Label, Ribbon, Art Paper, Hang Tag, Paper Sticker.",https://www.bgapmea.org/index.php/member/member_details/1544
Seamtex Packaging Industries,2114,Active,"Mofazzal Hossain, Proprietor","Shirir Chala, Bhabanipur, Gazipur Sadar PS, Gazipur-1740","Shirir Chala, Bhabanipur, Gazipur Sadar PS, Gazipur-1740",01713570797,,seamtex.sales1@gmail.com,,"Corrugated Box, Poly Bag, Back Board",https://www.bgapmea.org/index.php/member/member_details/1739
Chowgacha Printing Ltd.,617,Active,"Engr. Md. Musaraffe Hossain Mollah, Managing Director","House # 85, Avenue # 1, Block # B, Section # 12, Pallabi, Mirpur, Dhaka","Plot # 01, Sreekhondia, Ashulia, Savar, Dhaka","9000283, 01714047612",9013700,chowgachaprintingl12@gmail.com,,"Hang Tag, Bar Code, Size Tag, Price Tag, Paper Band, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/132
Flexible Accessories Limited,1975,Active,"Md. Zahir Uddin, Managing Director","Fulchori Para, South Patenga, Patenga, P.S.: Chattogram-4204","Fulchori Para, South Patenga, Patenga, P.S.: Chattogram-4204",01713103991,,zantaccessories@yahoo.com,,PU Foam,https://www.bgapmea.org/index.php/member/member_details/1615
Authentic Accessories Industries Ltd.,1537,Active,"Md. Abdul Haque , Managing Director","Chamurkhan (Amtola), Kachkura, Uttarkhan, Dhaka.","Holding # 989/A, Chamurkhan (Amtola), Kachkura, Uttarkhan, Dhaka.","01984534075, 01814746804",,authentic.accessories.ind@gmail.com,,Printed Poly Bag,https://www.bgapmea.org/index.php/member/member_details/1170
Highway Accessories Ltd.,1610,Active,"A.S.M Kabir Hossain , Managing Director","Bhatiari Railway Station, P.O Bhatiari, Sitakunda, Chattogram","Bhatiari Railway Station, P.O Bhatiari, Sitakunda, Chattogram","031-2511270, 031-2511271",,highwayacc17@gmail.com,,"Poly Bag, Back/Neck Board, Hang Tag, Twill Tape, hanger & Elastic",https://www.bgapmea.org/index.php/member/member_details/1287
Nehal Industries Ltd.,1737,Active,"Md. Taleb Uddin, Managing Director","Holding # D-119/1 (Old C-213/1), Block # C, Ward # 18, Tecknogopara, Gazipur-1700","Holding # D-119/1 (Old C-213/1), Block # C, Ward # 18, Tecknogopara, Gazipur-1700","01720257072, 01790444396",,"talebuddin1958@gmail.com, nnehalindustries@gmail.com",www.nehalindustries.com,"Tag Pin, Loop Pin, Non-Woven, Interlining, Tricot Interlining, T/C interlining, Ribbon, Zipper Bag",https://www.bgapmea.org/index.php/member/member_details/1380
United Nine Bangladesh OPC,1669,Active,"Md. Arif , Director","80/C, Ninnirtak Uzampur, Uttarkhan, Dhaka-1230","80/C, Ninnirrtak Uzampur, Uttarkhan, Dhaka-1230",01711525034,,arif@stlbd.com,,"Ovel Label, Printed Label, Paper Printed Hang Tag",https://www.bgapmea.org/index.php/member/member_details/1299
5A Trims,1945,Active,"Mazhar Siraj, Partner","Noth Fatehabad, 1 No. Ward, South Pahartoli, Nondirhat, Hathazari, Chattogram","Noth Fatehabad, 1 No. Ward, South Pahartoli, Nondirhat, Hathazari, Chattogram","01836412237, 01711962801",,5atrims786@gmail.com,,"Twill Tape, Elastic, Drawstring, Poly Bag, Gum Tape, Back Board, Neck Board, Price Tag, Size Tag, Barcode Tag, Photo in lay, Different printed label, Coller Insert, Butterfly, PVC Box, Heatseal Sticker, Tissue Paper etc.",https://www.bgapmea.org/index.php/member/member_details/1597
The Uniter Ltd.,1801,Active,"Abdul Alim, Managing Director","1 No. Sontek, Donia, Jatrabari, Dhaka-1236","Diakhali, Zirabo, Ashulia, Savar, Dhaka-1341","01313368500, 01727069395, 01313368500, 01727069395",,info@theuniterbd.com,www. the uniterbd.com,"Hang Tag, Price Tag, Bar Code, Photo inlay, Photo Board, Back Board, Neck Board, Care Label, Size Label, Main Label etc.",https://www.bgapmea.org/index.php/member/member_details/1439
One-Tex Packaging Ind. Ltd.,1635,Active,"Mr.Mazharul Islam , Managing Director","House# Ka/3, Saimon Point (4th Floor), B-4, Hazi Joynab Ali Sarak Bashundhara R/A, Dhaka","Pura Bari, Village: North Salna, Ipsha, Gazipur Sadar, Gazipur",01716003176,,one-texmazharul@gmail.com,,"Carton, Back Board, Neck Board, Jang, Pice Tag, Barcode, Poly Bag, Gum Tape, Tissue Paper, Duplex Board, Photo Cord",https://www.bgapmea.org/index.php/member/member_details/1271
Cresent Accessories Ltd.,701,Active,"ASF Rahman, Managing Director","Bel Tower, 19, Dhanmondi, Road # 1, Dhaka","Tatki, Tarabo, Rupgonj, Narayangonj",8618220-7,7701164,momotazul@beximtex.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Hang Tag, Size Tag, Paper Band, Bar Code, Printed Poly Bag.",https://www.bgapmea.org/index.php/member/member_details/152
Twice Poly Bag & Thread Ind. Ltd.,403,Active,"Salay Ahmed Babu, Managing Director","99, Kakrail (1st Floor), Dhaka","92/1, Tayebpur, Zirabo, Savar, Dhaka","8300245, 8300271",8313624,info@twicegroupbd.com,,"Poly Bag, BOPP Bag, Sewing thread, Elaag, BOPP Bag, Sewing thread, Elastic, Gum Tape.",https://www.bgapmea.org/index.php/member/member_details/817
eS Trims Ltd.,2057,Active,"Abu Hasnat Md. Rezanur Sohel, Managing Director","C-15 Panchaboti, Industrial Park, Horiharpara, Enayetnagar, Fatullah, Narayanganj","C-15 Panchaboti, Industrial Park, Horiharpara, Enayetnagar, Fatullah, Narayanganj",01714116508,,estrims@gmail.com,,"Hang Tag, Price Tag, Size Tag, Barcode, Coller Band, Photo Card, Photo Inlay, Shirt Box, Paper Box, Photo Box, Heat Transfer Print, Main Label, Size Label, Brand Label, Barcode/Price Label, Care Label, Country of Origin Label",https://www.bgapmea.org/index.php/member/member_details/1680
N. N. Enterprise,1963,Active,"Mohammed Azim Uddin, Proprietor","Plot No. 12893-12895, Beside Bahaddarhat Bus Terminal, Chandgaon, Chandgaon, PS-Chattogram-4367","Plot No. 12893-12895, Beside Bahaddarhat Bus Terminal, Chandgaon, Chandgaon, PS-Chattogram-4367",01819388702,,n.n.enterprise2371@gmail.com,,"Poly Bag, Hanger, Paper Band, Carton, Back Board, Gum Tape, Price Tag, Printed Label",https://www.bgapmea.org/index.php/member/member_details/1601
